http://s.1688.com/selloffer/--10263.html	软件&充值_工具软件
http://s.1688.com/selloffer/--10267.html	软件&充值_管理软件
http://s.1688.com/selloffer/--1032225.html	软件&充值_教育教学软件
http://s.1688.com/selloffer/--1032226.html	软件&充值_游戏娱乐软件
http://s.1688.com/selloffer/--1032227.html	软件&充值_行业专用软件
http://s.1688.com/selloffer/--1046816.html	软件&充值_游戏点卡
http://s.1688.com/selloffer/--123760009.html	软件&充值_虚拟点卡
http://s.1688.com/selloffer/--124190007.html	软件&充值_充值卡	
http://s.1688.com/selloffer/--50917.html	软件&充值_手机充值卡
http://s.1688.com/selloffer/--1032733.html	大家电_厨卫电器_燃气灶具
http://s.1688.com/selloffer/--1032808.html	大家电_洗衣机_其他
http://s.1688.com/selloffer/--1032811.html	大家电_洗衣机_波轮
http://s.1688.com/selloffer/--1032812.html	大家电_洗衣机_滚筒
http://s.1688.com/selloffer/--1032816.html	大家电_电视机_LED电视
http://s.1688.com/selloffer/--1032817.html	大家电_电视机_显像管电视
http://s.1688.com/selloffer/--1035662.html	大家电_空调_配附件
http://s.1688.com/selloffer/--1035665.html	大家电_洗衣机_配附件
http://s.1688.com/selloffer/--1035666.html	大家电_冰箱_配附件
http://s.1688.com/selloffer/--1041231.html	大家电_洗衣机_双桶
http://s.1688.com/selloffer/--1041234.html	大家电_洗衣机_迷你
http://s.1688.com/selloffer/--1047098.html	大家电_厨卫电器_燃气热水器
http://s.1688.com/selloffer/--1047099.html	大家电_厨卫电器_电热水器
http://s.1688.com/selloffer/--1047100.html	大家电_厨卫电器_太阳能热水器
http://s.1688.com/selloffer/--1047138.html	大家电_影音电器_CD机
http://s.1688.com/selloffer/--1047140.html	大家电_影音电器_DVD机
http://s.1688.com/selloffer/--1047191.html	大家电_冰箱_单开门
http://s.1688.com/selloffer/--1047192.html	大家电_冰箱_双开门
http://s.1688.com/selloffer/--1047193.html	大家电_冰箱_三开门
http://s.1688.com/selloffer/--1047194.html	大家电_冰箱_对开门
http://s.1688.com/selloffer/--1047195.html	大家电_冰箱_多开门
http://s.1688.com/selloffer/--1047197.html	大家电_洗衣机_脱水机
http://s.1688.com/selloffer/--1047201.html	大家电_影音电器_收音机
http://s.1688.com/selloffer/--1047460.html	大家电_冰箱_其他
http://s.1688.com/selloffer/--1047896.html	大家电_厨卫电器_马桶洁身器
http://s.1688.com/selloffer/--121372003.html	大家电_厨卫电器_洗碗机
http://s.1688.com/selloffer/--121376002.html	大家电_电视机_3D电视
http://s.1688.com/selloffer/--121378002.html	大家电_冰箱_冷柜
http://s.1688.com/selloffer/--121378003.html	大家电_冰箱_酒柜
http://s.1688.com/selloffer/--121378004.html	大家电_影音电器_机顶盒
http://s.1688.com/selloffer/--121428001.html	大家电_电视机_LCD电视
http://s.1688.com/selloffer/--52574006.html	大家电_电视机_配附件
http://s.1688.com/selloffer/--614.html	大家电_厨卫电器_抽油烟机
http://s.1688.com/selloffer/--616.html	大家电_厨卫电器_消毒柜
http://s.1688.com/selloffer/--641.html	大家电_厨卫电器_浴霸
http://s.1688.com/selloffer/--645.html	大家电_影音电器_家庭影院
http://s.1688.com/selloffer/-B1DAB9D2CABDBFD5B5F7.html	大家电_空调_壁挂式
http://s.1688.com/selloffer/-B4B0CCE5CABDBFD5B5F7.html	大家电_空调_窗体式
http://s.1688.com/selloffer/-B5E7C8C8CBAEC1FACDB7.html	大家电_厨卫电器_电热水龙头
http://s.1688.com/selloffer/-B9F1CABDBFD5B5F7.html	大家电_空调_柜式
http://s.1688.com/selloffer/-C2F3BFCBB7E7A1A2BBB0CDB2.html	大家电_影音电器_麦克风
http://s.1688.com/selloffer/-C6E4CBFBBFD5B5F7.html	大家电_空调_其他
http://s.1688.com/selloffer/-D2C6B6AFBFD5B5F7.html	大家电_空调_移动空调
http://s.1688.com/selloffer/-D2F4CFE4.html	大家电_影音电器_音箱
http://s.1688.com/selloffer/-D6D0D1EBBFD5B5F7.html	大家电_空调_中央
http://s.1688.com/selloffer/-D7E9BACFD2F4CFEC.html	大家电_影音电器_组合音响
