http://s.1688.com/selloffer/--10144.html	咖啡机
http://s.1688.com/selloffer/--10242.html	工控电脑产品
http://s.1688.com/selloffer/--10243.html	CPU
http://s.1688.com/selloffer/--10244.html	机械硬盘
http://s.1688.com/selloffer/--10245.html	内存
http://s.1688.com/selloffer/--10246.html	主板
http://s.1688.com/selloffer/--10248.html	散热器
http://s.1688.com/selloffer/--10249.html	机箱
http://s.1688.com/selloffer/--10250.html	读卡器
http://s.1688.com/selloffer/--10252.html	键盘
http://s.1688.com/selloffer/--10256.html	上网本
http://s.1688.com/selloffer/--10258.html	鼠标垫
http://s.1688.com/selloffer/--1032230.html	数码摄像头
http://s.1688.com/selloffer/--1032231.html	数码摄像机
http://s.1688.com/selloffer/--1032232.html	普通数码相机
http://s.1688.com/selloffer/--1032233.html	MP3/MP4
http://s.1688.com/selloffer/--1032302.html	手机电池
http://s.1688.com/selloffer/--1032353.html	手机充电器
http://s.1688.com/selloffer/--1032729.html	电烤箱
http://s.1688.com/selloffer/--1032781.html	录音笔
http://s.1688.com/selloffer/--1032783.html	便携式DVD
http://s.1688.com/selloffer/--1032809.html	干衣机
http://s.1688.com/selloffer/--1033244.html	转接卡、转接线
http://s.1688.com/selloffer/--1033246.html	声卡
http://s.1688.com/selloffer/--1033247.html	显卡
http://s.1688.com/selloffer/--1033253.html	软驱
http://s.1688.com/selloffer/--1033256.html	液晶显示器
http://s.1688.com/selloffer/--1033259.html	键鼠套装
http://s.1688.com/selloffer/--1033261.html	光电鼠标
http://s.1688.com/selloffer/--1033263.html	机械鼠标
http://s.1688.com/selloffer/--1033275.html	VPN设备
http://s.1688.com/selloffer/--1033277.html	防火墙
http://s.1688.com/selloffer/--1033278.html	中继器
http://s.1688.com/selloffer/--1033279.html	转换器、切换器
http://s.1688.com/selloffer/--1033282.html	路由器
http://s.1688.com/selloffer/--1033283.html	网卡
http://s.1688.com/selloffer/--1033285.html	数码存储卡
http://s.1688.com/selloffer/--1033286.html	U盘
http://s.1688.com/selloffer/--1033287.html	移动硬盘
http://s.1688.com/selloffer/--1033289.html	电脑加密锁
http://s.1688.com/selloffer/--10333.html	耳机
http://s.1688.com/selloffer/--1033984.html	小灵通
http://s.1688.com/selloffer/--1033986.html	手机保护膜
http://s.1688.com/selloffer/--1033997.html	其他手机配件
http://s.1688.com/selloffer/--1034001.html	手机转接头
http://s.1688.com/selloffer/--1034008.html	手机数据线
http://s.1688.com/selloffer/--1034011.html	手机摄像头
http://s.1688.com/selloffer/--1034014.html	手机专用线控耳机
http://s.1688.com/selloffer/--1035976.html	手写笔
http://s.1688.com/selloffer/--1036495.html	电脑清洁用品
